[DEBUG] 2021-05-12 15:03:35.696 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2021-05-12 15:03:35.701 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2021-05-12 15:03:35.705 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2021-05-12 15:03:35.776 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2021-05-12 15:03:35.781 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2021-05-12 15:03:35.964 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2021-05-12 15:03:35.965 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2021-05-12 15:03:35.969 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2021-05-12 15:03:36.218 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2021-05-12 15:03:36.237 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2021-05-12 15:03:36.238 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[INFO ] 2021-05-12 15:03:36.256 [main] Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
[DEBUG] 2021-05-12 15:03:36.291 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@227a47
[DEBUG] 2021-05-12 15:03:36.291 [main] BasicTypeRegistry - Adding type registration boolean -> org.hibernate.type.BooleanType@227a47
[DEBUG] 2021-05-12 15:03:36.291 [main] BasicTypeRegistry - Adding type registration java.lang.Boolean -> org.hibernate.type.BooleanType@227a47
[DEBUG] 2021-05-12 15:03:36.292 [main] BasicTypeRegistry - Adding type registration numeric_boolean -> org.hibernate.type.NumericBooleanType@63c12e52
[DEBUG] 2021-05-12 15:03:36.292 [main] BasicTypeRegistry - Adding type registration true_false -> org.hibernate.type.TrueFalseType@2849434b
[DEBUG] 2021-05-12 15:03:36.294 [main] BasicTypeRegistry - Adding type registration yes_no -> org.hibernate.type.YesNoType@476fe690
[DEBUG] 2021-05-12 15:03:36.296 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5b852b49
[DEBUG] 2021-05-12 15:03:36.297 [main] BasicTypeRegistry - Adding type registration byte -> org.hibernate.type.ByteType@5b852b49
[DEBUG] 2021-05-12 15:03:36.297 [main] BasicTypeRegistry - Adding type registration java.lang.Byte -> org.hibernate.type.ByteType@5b852b49
[DEBUG] 2021-05-12 15:03:36.298 [main] BasicTypeRegistry - Adding type registration character -> org.hibernate.type.CharacterType@80bfdc6
[DEBUG] 2021-05-12 15:03:36.298 [main] BasicTypeRegistry - Adding type registration char -> org.hibernate.type.CharacterType@80bfdc6
[DEBUG] 2021-05-12 15:03:36.298 [main] BasicTypeRegistry - Adding type registration java.lang.Character -> org.hibernate.type.CharacterType@80bfdc6
[DEBUG] 2021-05-12 15:03:36.300 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@e84fb85
[DEBUG] 2021-05-12 15:03:36.300 [main] BasicTypeRegistry - Adding type registration short -> org.hibernate.type.ShortType@e84fb85
[DEBUG] 2021-05-12 15:03:36.300 [main] BasicTypeRegistry - Adding type registration java.lang.Short -> org.hibernate.type.ShortType@e84fb85
[DEBUG] 2021-05-12 15:03:36.302 [main] BasicTypeRegistry - Adding type registration integer -> org.hibernate.type.IntegerType@46963479
[DEBUG] 2021-05-12 15:03:36.302 [main] BasicTypeRegistry - Adding type registration int -> org.hibernate.type.IntegerType@46963479
[DEBUG] 2021-05-12 15:03:36.302 [main] BasicTypeRegistry - Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@46963479
[DEBUG] 2021-05-12 15:03:36.303 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@78054f54
[DEBUG] 2021-05-12 15:03:36.303 [main] BasicTypeRegistry - Adding type registration long -> org.hibernate.type.LongType@78054f54
[DEBUG] 2021-05-12 15:03:36.304 [main] BasicTypeRegistry - Adding type registration java.lang.Long -> org.hibernate.type.LongType@78054f54
[DEBUG] 2021-05-12 15:03:36.304 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@15400fff
[DEBUG] 2021-05-12 15:03:36.305 [main] BasicTypeRegistry - Adding type registration float -> org.hibernate.type.FloatType@15400fff
[DEBUG] 2021-05-12 15:03:36.305 [main] BasicTypeRegistry - Adding type registration java.lang.Float -> org.hibernate.type.FloatType@15400fff
[DEBUG] 2021-05-12 15:03:36.306 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@620c8641
[DEBUG] 2021-05-12 15:03:36.306 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@620c8641
[DEBUG] 2021-05-12 15:03:36.306 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@620c8641
[DEBUG] 2021-05-12 15:03:36.308 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@68d7a2df
[DEBUG] 2021-05-12 15:03:36.308 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@68d7a2df
[DEBUG] 2021-05-12 15:03:36.309 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@56a4f272
[DEBUG] 2021-05-12 15:03:36.309 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@56a4f272
[DEBUG] 2021-05-12 15:03:36.310 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@7ceb4478
[DEBUG] 2021-05-12 15:03:36.311 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@7ceb4478
[DEBUG] 2021-05-12 15:03:36.312 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@6f94a5a5
[DEBUG] 2021-05-12 15:03:36.314 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@5e519ad3
[DEBUG] 2021-05-12 15:03:36.315 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@52d97ab6
[DEBUG] 2021-05-12 15:03:36.315 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@52d97ab6
[DEBUG] 2021-05-12 15:03:36.316 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@62dbe64e
[DEBUG] 2021-05-12 15:03:36.316 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@62dbe64e
[DEBUG] 2021-05-12 15:03:36.327 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@2f2bff16
[DEBUG] 2021-05-12 15:03:36.328 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@2f2bff16
[DEBUG] 2021-05-12 15:03:36.330 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@4a163575
[DEBUG] 2021-05-12 15:03:36.330 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@4a163575
[DEBUG] 2021-05-12 15:03:36.333 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@118ffcfd
[DEBUG] 2021-05-12 15:03:36.333 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@118ffcfd
[DEBUG] 2021-05-12 15:03:36.334 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@434514d8
[DEBUG] 2021-05-12 15:03:36.335 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@434514d8
[DEBUG] 2021-05-12 15:03:36.336 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@37df14d1
[DEBUG] 2021-05-12 15:03:36.336 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@37df14d1
[DEBUG] 2021-05-12 15:03:36.338 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@42b84286
[DEBUG] 2021-05-12 15:03:36.340 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@42b84286
[DEBUG] 2021-05-12 15:03:36.342 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@4c1bdcc2
[DEBUG] 2021-05-12 15:03:36.342 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@4c1bdcc2
[DEBUG] 2021-05-12 15:03:36.346 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@119aa36
[DEBUG] 2021-05-12 15:03:36.346 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@119aa36
[DEBUG] 2021-05-12 15:03:36.347 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@7d44a19
[DEBUG] 2021-05-12 15:03:36.347 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@7d44a19
[DEBUG] 2021-05-12 15:03:36.348 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@15b642b9
[DEBUG] 2021-05-12 15:03:36.348 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@15b642b9
